>DATE(0/DATE), TIME(1/TIME),IL1,IL2,IL3,Io,Uo,U1,U2,U3,U1B_RMS
2023-02-10,12:59:17.328253,19.736,19.345,1938.798,1917.542,4.623,21.150,22.589,14.596,0.101
2023-02-10,12:59:17.328878,19.644,19.358,1938.111,1916.858,4.624,21.156,22.585,14.601,0.101
2023-02-10,12:59:17.329503,19.644,19.358,1937.458,1916.206,4.624,21.156,22.585,14.601,0.101
2023-02-10,12:59:17.330128,19.644,19.345,1937.640,1916.387,4.624,21.156,22.585,14.601,0.101
2023-02-10,12:59:17.330753,19.644,19.345,1937.837,1916.683,4.624,21.156,22.585,14.601,0.104
2023-02-10,12:59:17.331378,19.644,19.345,1937.942,1916.891,4.624,21.156,22.587,14.601,0.101
2023-02-10,12:59:17.332003,19.644,19.411,1937.837,1916.787,4.624,21.156,22.587,14.601,0.101
2023-02-10,12:59:17.332628,19.644,19.411,1937.545,1916.496,4.626,21.156,22.591,14.601,0.104
2023-02-10,12:59:17.333253,19.644,19.411,1937.189,1916.051,4.628,21.156,22.591,14.601,0.101
2023-02-10,12:59:17.333878,19.644,19.411,1936.794,1915.656,4.628,21.155,22.591,14.596,0.104
2023-02-10,12:59:17.334503,19.644,19.411,1936.462,1915.324,4.628,21.154,22.591,14.596,0.101
2023-02-10,12:59:17.335128,19.644,19.411,1936.163,1915.025,4.628,21.154,22.591,14.596,0.101
2023-02-10,12:59:17.335753,19.644,19.411,1935.964,1914.825,4.627,21.156,22.591,14.592,0.101
2023-02-10,12:59:17.336378,19.644,19.411,1935.948,1914.809,4.627,21.156,22.585,14.590,0.101
2023-02-10,12:59:17.337003,19.644,19.411,1936.109,1914.963,4.627,21.156,22.580,14.591,0.101
2023-02-10,12:59:17.337628,19.644,19.411,1935.789,1914.672,4.627,21.161,22.576,14.591,0.098
2023-02-10,12:59:17.338253,19.644,19.411,1935.444,1914.328,4.627,21.166,22.572,14.593,0.098
2023-02-10,12:59:17.338878,19.644,19.411,1935.037,1913.989,4.627,21.166,22.572,14.595,0.098
2023-02-10,12:59:17.339503,19.644,19.411,1934.713,1913.665,4.627,21.166,22.572,14.598,0.098
2023-02-10,12:59:17.340128,19.644,19.411,1933.990,1913.032,4.625,21.166,22.572,14.603,0.101
2023-02-10,12:59:17.340753,19.644,19.451,1933.302,1912.343,4.625,21.161,22.572,14.608,0.101
2023-02-10,12:59:17.341378,19.644,19.451,1932.676,1911.716,4.624,21.161,22.572,14.608,0.104
2023-02-10,12:59:17.342003,19.644,19.451,1931.838,1910.877,4.622,21.161,22.576,14.608,0.104
2023-02-10,12:59:17.342628,19.644,19.535,1930.863,1909.901,4.620,21.157,22.576,14.614,0.104
2023-02-10,12:59:17.343253,19.644,19.535,1930.063,1909.101,4.618,21.154,22.576,14.614,0.101
2023-02-10,12:59:17.343878,19.644,19.535,1929.198,1908.234,4.616,21.154,22.576,14.619,0.101
2023-02-10,12:59:17.344503,19.644,19.535,1928.474,1907.441,4.614,21.154,22.576,14.619,0.101
2023-02-10,12:59:17.345128,19.587,19.635,1927.933,1906.897,4.613,21.155,22.576,14.619,0.101
2023-02-10,12:59:17.345753,19.587,19.635,1927.682,1906.616,4.612,21.157,22.570,14.616,0.101
2023-02-10,12:59:17.346378,19.587,19.635,1927.637,1906.577,4.611,21.160,22.570,14.616,0.101
2023-02-10,12:59:17.347003,19.587,19.635,1927.595,1906.536,4.611,21.160,22.565,14.615,0.101
2023-02-10,12:59:17.347628,19.587,19.635,1927.069,1906.016,4.611,21.164,22.565,14.615,0.101
2023-02-10,12:59:17.348253,19.587,19.635,1927.069,1906.016,4.611,21.164,22.568,14.616,0.098
2023-02-10,12:59:17.348878,19.587,19.635,1926.932,1905.880,4.611,21.164,22.568,14.616,0.098
2023-02-10,12:59:17.349503,19.587,19.635,1926.932,1905.880,4.611,21.164,22.568,14.620,0.098
2023-02-10,12:59:17.350128,19.587,19.649,1926.475,1905.423,4.611,21.158,22.568,14.620,0.095
2023-02-10,12:59:17.350753,19.587,19.649,1926.078,1905.027,4.611,21.158,22.569,14.620,0.095
2023-02-10,12:59:17.351378,19.539,19.649,1925.659,1904.503,4.611,21.153,22.569,14.626,0.095
2023-02-10,12:59:17.352003,19.539,19.583,1925.344,1904.189,4.611,21.153,22.572,14.631,0.092
2023-02-10,12:59:17.352628,19.517,19.583,1924.759,1903.604,4.609,21.150,22.572,14.631,0.092
2023-02-10,12:59:17.353253,19.513,19.583,1924.046,1902.892,4.607,21.147,22.572,14.631,0.092
2023-02-10,12:59:17.353878,19.513,19.583,1923.492,1902.260,4.605,21.147,22.572,14.631,0.089
2023-02-10,12:59:17.354503,19.513,19.583,1923.029,1901.797,4.603,21.147,22.572,14.627,0.089
2023-02-10,12:59:17.355128,19.513,19.583,1922.633,1901.351,4.602,21.148,22.566,14.622,0.089
2023-02-10,12:59:17.355753,19.513,19.583,1922.436,1901.154,4.601,21.148,22.566,14.622,0.092
2023-02-10,12:59:17.356378,19.513,19.583,1922.405,1901.123,4.601,21.151,22.566,14.622,0.092
2023-02-10,12:59:17.357003,19.513,19.583,1922.349,1901.067,4.601,21.155,22.566,14.621,0.092
2023-02-10,12:59:17.357628,19.513,19.583,1922.852,1901.570,4.601,21.155,22.566,14.621,0.092
2023-02-10,12:59:17.358253,19.513,19.583,1923.450,1902.167,4.601,21.155,22.566,14.621,0.092
2023-02-10,12:59:17.358878,19.513,19.583,1923.928,1902.645,4.602,21.155,22.564,14.621,0.095
2023-02-10,12:59:17.359503,19.513,19.583,1924.172,1902.971,4.603,21.155,22.563,14.621,0.095
2023-02-10,12:59:17.360128,19.513,19.583,1924.625,1903.424,4.604,21.155,22.563,14.621,0.095
2023-02-10,12:59:17.360753,19.513,19.543,1924.822,1903.622,4.604,21.155,22.564,14.621,0.092
2023-02-10,12:59:17.361378,19.513,19.543,1924.718,1903.517,4.606,21.155,22.566,14.621,0.092
2023-02-10,12:59:17.362003,19.513,19.543,1924.613,1903.412,4.606,21.155,22.566,14.621,0.092
2023-02-10,12:59:17.362628,19.513,19.543,1924.516,1903.315,4.606,21.155,22.570,14.621,0.092
2023-02-10,12:59:17.363253,19.513,19.543,1924.427,1903.226,4.606,21.155,22.575,14.621,0.095
2023-02-10,12:59:17.363878,19.513,19.543,1924.427,1903.226,4.606,21.153,22.580,14.616,0.095
2023-02-10,12:59:17.364503,19.513,19.543,1924.361,1903.226,4.606,21.153,22.580,14.611,0.095
2023-02-10,12:59:17.365128,19.513,19.543,1924.361,1903.226,4.606,21.153,22.580,14.611,0.092
2023-02-10,12:59:17.365753,19.513,19.543,1924.307,1903.198,4.606,21.153,22.586,14.611,0.092
2023-02-10,12:59:17.366378,19.513,19.543,1924.264,1903.147,4.606,21.153,22.586,14.609,0.092
2023-02-10,12:59:17.367003,19.513,19.460,1924.207,1903.092,4.607,21.157,22.586,14.607,0.092
2023-02-10,12:59:17.367628,19.513,19.402,1924.644,1903.524,4.607,21.157,22.586,14.607,0.095
2023-02-10,12:59:17.368253,19.513,19.402,1924.896,1903.775,4.607,21.157,22.583,14.607,0.098
2023-02-10,12:59:17.368878,19.513,19.389,1925.170,1904.049,4.607,21.157,22.583,14.607,0.098
2023-02-10,12:59:17.369503,19.513,19.389,1925.089,1903.967,4.607,21.157,22.582,14.607,0.098
2023-02-10,12:59:17.370128,19.513,19.376,1924.815,1903.694,4.607,21.157,22.581,14.607,0.098
2023-02-10,12:59:17.370753,19.513,19.376,1924.420,1903.200,4.607,21.157,22.582,14.612,0.098
2023-02-10,12:59:17.371378,19.561,19.376,1924.106,1902.887,4.607,21.157,22.585,14.612,0.101
2023-02-10,12:59:17.372003,19.561,19.442,1923.479,1902.155,4.607,21.153,22.585,14.612,0.104
2023-02-10,12:59:17.372628,19.583,19.442,1922.896,1901.670,4.607,21.153,22.585,14.612,0.101
2023-02-10,12:59:17.373253,19.587,19.442,1922.276,1901.051,4.607,21.150,22.585,14.612,0.101
2023-02-10,12:59:17.373878,19.587,19.442,1921.570,1900.347,4.607,21.149,22.585,14.612,0.104
2023-02-10,12:59:17.374503,19.587,19.442,1920.980,1899.757,4.607,21.148,22.585,14.617,0.104
2023-02-10,12:59:17.375128,19.587,19.442,1920.444,1899.269,4.606,21.149,22.585,14.617,0.104
2023-02-10,12:59:17.375753,19.587,19.442,1920.117,1898.941,4.606,21.151,22.579,14.617,0.101
2023-02-10,12:59:17.376378,19.587,19.442,1920.052,1898.876,4.605,21.151,22.573,14.617,0.101
2023-02-10,12:59:17.377003,19.587,19.442,1920.066,1898.897,4.604,21.151,22.568,14.616,0.101
2023-02-10,12:59:17.377628,19.587,19.442,1919.562,1898.393,4.604,21.156,22.564,14.617,0.101
2023-02-10,12:59:17.378253,19.587,19.442,1919.161,1897.993,4.604,21.156,22.561,14.617,0.104
2023-02-10,12:59:17.378878,19.587,19.442,1918.887,1897.650,4.603,21.156,22.561,14.619,0.101
2023-02-10,12:59:17.379503,19.587,19.442,1918.805,1897.487,4.602,21.156,22.561,14.619,0.101
2023-02-10,12:59:17.380128,19.587,19.442,1918.623,1897.304,4.602,21.156,22.561,14.619,0.098
2023-02-10,12:59:17.380753,19.587,19.482,1918.326,1897.008,4.602,21.156,22.561,14.619,0.101
2023-02-10,12:59:17.381378,19.587,19.482,1917.803,1896.483,4.600,21.151,22.561,14.625,0.101
2023-02-10,12:59:17.382003,19.587,19.482,1916.861,1895.540,4.600,21.146,22.564,14.625,0.101
2023-02-10,12:59:17.382628,19.587,19.482,1915.985,1894.566,4.600,21.143,22.564,14.625,0.101
2023-02-10,12:59:17.383253,19.587,19.482,1915.099,1893.679,4.600,21.140,22.564,14.625,0.101
2023-02-10,12:59:17.383878,19.587,19.482,1914.394,1892.894,4.600,21.139,22.564,14.625,0.101
2023-02-10,12:59:17.384503,19.587,19.482,1913.871,1892.303,4.599,21.138,22.564,14.625,0.098
2023-02-10,12:59:17.385128,19.587,19.482,1913.384,1891.814,4.597,21.139,22.564,14.625,0.101
2023-02-10,12:59:17.385753,19.587,19.482,1913.061,1891.461,4.596,21.141,22.558,14.625,0.098
2023-02-10,12:59:17.386378,19.587,19.482,1913.015,1891.414,4.596,21.144,22.552,14.625,0.095
2023-02-10,12:59:17.387003,19.587,19.482,1913.136,1891.524,4.595,21.144,22.547,14.626,0.092
2023-02-10,12:59:17.387628,19.587,19.539,1913.136,1891.524,4.595,21.149,22.543,14.626,0.092
2023-02-10,12:59:17.388253,19.587,19.539,1913.187,1891.575,4.595,21.154,22.540,14.626,0.092
2023-02-10,12:59:17.388878,19.679,19.552,1913.187,1891.575,4.595,21.160,22.537,14.628,0.092
2023-02-10,12:59:17.389503,19.679,19.552,1913.105,1891.493,4.597,21.160,22.536,14.628,0.092
2023-02-10,12:59:17.390128,19.679,19.552,1913.288,1891.676,4.597,21.160,22.536,14.633,0.095
2023-02-10,12:59:17.390753,19.679,19.552,1913.288,1891.775,4.597,21.160,22.536,14.633,0.092
2023-02-10,12:59:17.391378,19.679,19.552,1913.078,1891.565,4.597,21.160,22.538,14.633,0.089
2023-02-10,12:59:17.392003,19.679,19.486,1913.078,1891.670,4.597,21.160,22.541,14.633,0.086
2023-02-10,12:59:17.392628,19.679,19.486,1913.176,1891.670,4.599,21.156,22.546,14.633,0.086
2023-02-10,12:59:17.393253,19.675,19.486,1913.353,1891.847,4.599,21.156,22.550,14.633,0.086
2023-02-10,12:59:17.393878,19.675,19.486,1913.432,1892.004,4.599,21.155,22.556,14.633,0.083
2023-02-10,12:59:17.394503,19.675,19.486,1913.497,1892.069,4.599,21.155,22.562,14.628,0.083
2023-02-10,12:59:17.395128,19.609,19.486,1913.692,1892.264,4.600,21.155,22.568,14.628,0.083
2023-02-10,12:59:17.395753,19.609,19.486,1913.937,1892.509,4.600,21.155,22.568,14.625,0.083
2023-02-10,12:59:17.396378,19.609,19.394,1913.867,1892.440,4.600,21.155,22.573,14.625,0.083
2023-02-10,12:59:17.397003,19.508,19.394,1913.603,1892.180,4.601,21.159,22.568,14.621,0.083
2023-02-10,12:59:17.397628,19.508,19.394,1909.621,1888.213,4.603,21.149,22.577,14.626,0.083
2023-02-10,12:59:17.398253,19.508,19.394,1913.168,1891.814,4.602,21.128,22.591,14.621,0.079
2023-02-10,12:59:17.398878,19.609,19.389,1915.983,1894.628,4.600,21.111,22.598,14.613,0.079
2023-02-10,12:59:17.399503,19.609,19.394,1918.053,1896.615,4.601,21.111,22.598,14.617,0.083
2023-02-10,12:59:17.400128,19.609,19.416,1918.692,1897.255,4.603,21.111,22.598,14.621,0.083
2023-02-10,12:59:17.400753,19.609,19.416,1918.890,1897.453,4.605,21.111,22.600,14.626,0.079
2023-02-10,12:59:17.401378,19.609,19.416,1918.577,1897.139,4.606,21.111,22.602,14.626,0.079
2023-02-10,12:59:17.402003,19.609,19.416,1918.161,1896.723,4.606,21.111,22.602,14.626,0.075
2023-02-10,12:59:17.402628,19.609,19.416,1917.871,1896.529,4.606,21.111,22.602,14.620,0.075
2023-02-10,12:59:17.403253,19.609,19.416,1917.783,1896.441,4.606,21.111,22.602,14.620,0.075
2023-02-10,12:59:17.403878,19.609,19.416,1917.627,1896.285,4.606,21.111,22.602,14.620,0.075
2023-02-10,12:59:17.404503,19.609,19.416,1917.368,1896.026,4.608,21.111,22.602,14.620,0.075
2023-02-10,12:59:17.405128,19.666,19.416,1917.224,1895.881,4.608,21.111,22.596,14.620,0.075
2023-02-10,12:59:17.405753,19.666,19.416,1917.251,1895.934,4.609,21.111,22.596,14.617,0.079
2023-02-10,12:59:17.406378,19.666,19.517,1917.257,1895.941,4.609,21.111,22.596,14.615,0.083
2023-02-10,12:59:17.407003,19.666,19.600,1917.167,1895.854,4.609,21.114,22.601,14.613,0.086
2023-02-10,12:59:17.407628,19.666,19.600,1917.257,1895.944,4.609,21.114,22.601,14.613,0.086
2023-02-10,12:59:17.408253,19.666,19.600,1917.155,1895.843,4.609,21.114,22.605,14.615,0.086
2023-02-10,12:59:17.408878,19.666,19.600,1917.572,1896.258,4.609,21.114,22.605,14.615,0.086
2023-02-10,12:59:17.409503,19.666,19.600,1917.900,1896.504,4.609,21.114,22.605,14.618,0.086
2023-02-10,12:59:17.410128,19.666,19.614,1917.718,1896.321,4.611,21.114,22.605,14.618,0.083
2023-02-10,12:59:17.410753,19.666,19.614,1917.421,1895.926,4.613,21.109,22.606,14.618,0.083
2023-02-10,12:59:17.411378,19.666,19.614,1917.212,1895.821,4.614,21.109,22.606,14.624,0.083
2023-02-10,12:59:17.412003,19.666,19.679,1916.065,1894.675,4.614,21.104,22.606,14.624,0.083
2023-02-10,12:59:17.412628,19.666,19.679,1914.808,1893.419,4.612,21.104,22.606,14.630,0.083
2023-02-10,12:59:17.413253,19.670,19.679,1914.011,1892.625,4.612,21.102,22.606,14.630,0.083
2023-02-10,12:59:17.413878,19.670,19.679,1913.309,1891.846,4.612,21.102,22.606,14.630,0.083
2023-02-10,12:59:17.414503,19.670,19.679,1912.788,1891.324,4.612,21.102,22.606,14.630,0.083
2023-02-10,12:59:17.415128,19.670,19.679,1912.209,1890.744,4.611,21.102,22.600,14.630,0.083
2023-02-10,12:59:17.415753,19.670,19.679,1911.597,1890.131,4.610,21.104,22.600,14.633,0.083
2023-02-10,12:59:17.416378,19.670,19.771,1911.597,1890.131,4.609,21.107,22.594,14.631,0.083
2023-02-10,12:59:17.417003,19.771,19.771,1911.875,1890.398,4.608,21.107,22.599,14.634,0.083
2023-02-10,12:59:17.417628,19.771,19.771,1916.419,1894.926,4.606,21.117,22.590,14.629,0.083
2023-02-10,12:59:17.418253,19.771,19.771,1913.279,1891.682,4.608,21.144,22.573,14.635,0.083
2023-02-10,12:59:17.418878,19.670,19.775,1910.805,1889.208,4.610,21.161,22.561,14.645,0.086
2023-02-10,12:59:17.419503,19.670,19.775,1908.892,1887.378,4.610,21.161,22.560,14.645,0.083
2023-02-10,12:59:17.420128,19.670,19.753,1908.524,1886.918,4.609,21.161,22.560,14.641,0.083
2023-02-10,12:59:17.420753,19.670,19.753,1908.425,1886.818,4.609,21.161,22.560,14.636,0.083
2023-02-10,12:59:17.421378,19.670,19.753,1908.634,1887.028,4.609,21.161,22.560,14.636,0.083
2023-02-10,12:59:17.422003,19.670,19.753,1908.739,1887.133,4.609,21.157,22.563,14.636,0.083
2023-02-10,12:59:17.422628,19.670,19.753,1908.254,1886.648,4.609,21.153,22.567,14.642,0.083
2023-02-10,12:59:17.423253,19.670,19.753,1907.813,1886.118,4.609,21.151,22.567,14.642,0.079
2023-02-10,12:59:17.423878,19.670,19.753,1907.269,1885.651,4.609,21.149,22.567,14.642,0.075
2023-02-10,12:59:17.424503,19.670,19.753,1906.881,1885.262,4.607,21.149,22.567,14.642,0.079
2023-02-10,12:59:17.425128,19.670,19.753,1906.547,1884.926,4.607,21.150,22.567,14.637,0.079
2023-02-10,12:59:17.425753,19.670,19.753,1906.337,1884.688,4.606,21.152,22.567,14.637,0.079
2023-02-10,12:59:17.426378,19.670,19.653,1906.295,1884.644,4.605,21.155,22.567,14.637,0.079
2023-02-10,12:59:17.427003,19.670,19.570,1906.252,1884.609,4.605,21.155,22.562,14.637,0.079
2023-02-10,12:59:17.427628,19.670,19.513,1906.405,1884.760,4.605,21.155,22.562,14.637,0.079
2023-02-10,12:59:17.428253,19.670,19.513,1906.764,1885.118,4.605,21.155,22.559,14.637,0.079
2023-02-10,12:59:17.428878,19.579,19.513,1907.045,1885.398,4.605,21.155,22.557,14.639,0.079
2023-02-10,12:59:17.429503,19.579,19.513,1907.128,1885.480,4.605,21.155,22.555,14.639,0.083
2023-02-10,12:59:17.430128,19.579,19.499,1907.403,1885.756,4.605,21.155,22.555,14.644,0.083
2023-02-10,12:59:17.430753,19.579,19.499,1907.304,1885.756,4.605,21.155,22.556,14.649,0.083
2023-02-10,12:59:17.431378,19.579,19.499,1907.199,1885.651,4.605,21.150,22.559,14.649,0.083
2023-02-10,12:59:17.432003,19.579,19.499,1907.199,1885.651,4.605,21.150,22.562,14.649,0.083
2023-02-10,12:59:17.432628,19.579,19.499,1907.296,1885.747,4.605,21.146,22.566,14.649,0.083
2023-02-10,12:59:17.433253,19.574,19.499,1907.207,1885.659,4.605,21.146,22.571,14.649,0.083
2023-02-10,12:59:17.433878,19.574,19.499,1907.052,1885.581,4.605,21.145,22.576,14.649,0.083
2023-02-10,12:59:17.434503,19.574,19.499,1906.663,1885.193,4.605,21.144,22.576,14.649,0.083
2023-02-10,12:59:17.435128,19.640,19.499,1906.425,1884.907,4.605,21.144,22.582,14.644,0.083
2023-02-10,12:59:17.435753,19.640,19.499,1906.399,1884.881,4.605,21.144,22.582,14.641,0.083
2023-02-10,12:59:17.436378,19.640,19.407,1906.405,1884.887,4.605,21.147,22.582,14.641,0.083
2023-02-10,12:59:17.437003,19.640,19.407,1906.481,1884.962,4.605,21.151,22.577,14.641,0.083
2023-02-10,12:59:17.437628,19.640,19.407,1905.825,1884.277,4.605,21.156,22.573,14.642,0.083
2023-02-10,12:59:17.438253,19.640,19.407,1905.774,1884.227,4.605,21.151,22.573,14.643,0.083
2023-02-10,12:59:17.438878,19.640,19.407,1906.122,1884.575,4.605,21.151,22.573,14.643,0.079
2023-02-10,12:59:17.439503,19.640,19.407,1905.876,1884.328,4.605,21.151,22.572,14.647,0.079
2023-02-10,12:59:17.440128,19.640,19.407,1905.326,1883.870,4.605,21.145,22.572,14.651,0.079
2023-02-10,12:59:17.440753,19.640,19.407,1904.929,1883.472,4.605,21.139,22.572,14.656,0.079
2023-02-10,12:59:17.441378,19.640,19.407,1904.614,1883.051,4.605,21.134,22.574,14.656,0.075
2023-02-10,12:59:17.442003,19.640,19.407,1903.988,1882.424,4.605,21.134,22.574,14.656,0.075
2023-02-10,12:59:17.442628,19.640,19.323,1903.408,1881.844,4.605,21.134,22.574,14.656,0.075
2023-02-10,12:59:17.443253,19.640,19.323,1902.793,1881.229,4.603,21.132,22.579,14.656,0.079
2023-02-10,12:59:17.443878,19.640,19.220,1902.406,1880.763,4.601,21.130,22.585,14.656,0.083
2023-02-10,12:59:17.444503,19.640,19.220,1901.892,1880.248,4.601,21.130,22.585,14.656,0.083
2023-02-10,12:59:17.445128,19.583,19.117,1901.375,1879.728,4.600,21.131,22.585,14.656,0.083
2023-02-10,12:59:17.445753,19.583,19.014,1900.996,1879.371,4.599,21.133,22.579,14.656,0.083
2023-02-10,12:59:17.446378,19.583,19.014,1900.963,1879.342,4.598,21.136,22.573,14.654,0.083
2023-02-10,12:59:17.447003,19.583,19.014,1901.089,1879.457,4.597,21.140,22.568,14.654,0.083
2023-02-10,12:59:17.447628,19.583,19.014,1901.307,1879.674,4.597,21.144,22.564,14.654,0.083
2023-02-10,12:59:17.448253,19.583,19.014,1901.515,1879.880,4.598,21.150,22.561,14.656,0.079
2023-02-10,12:59:17.448878,19.583,19.014,1901.444,1879.740,4.599,21.150,22.558,14.656,0.079
2023-02-10,12:59:17.449503,19.583,19.014,1901.528,1879.906,4.600,21.150,22.557,14.659,0.079
2023-02-10,12:59:17.450128,19.583,19.027,1901.159,1879.538,4.601,21.150,22.557,14.659,0.079
2023-02-10,12:59:17.450753,19.583,19.027,1900.861,1879.239,4.601,21.150,22.558,14.659,0.079
2023-02-10,12:59:17.451378,19.583,19.027,1900.440,1878.714,4.601,21.150,22.560,14.659,0.079
2023-02-10,12:59:17.452003,19.583,19.027,1900.231,1878.400,4.601,21.150,22.564,14.659,0.079
2023-02-10,12:59:17.452628,19.583,19.027,1899.747,1877.917,4.601,21.150,22.564,14.659,0.079
2023-02-10,12:59:17.453253,19.587,19.027,1899.217,1877.388,4.601,21.147,22.564,14.659,0.079
2023-02-10,12:59:17.453878,19.587,19.027,1898.364,1876.458,4.599,21.147,22.564,14.659,0.079
2023-02-10,12:59:17.454503,19.587,19.027,1897.849,1876.007,4.598,21.147,22.564,14.659,0.079
2023-02-10,12:59:17.455128,19.587,19.027,1897.283,1875.488,4.596,21.148,22.564,14.663,0.079
2023-02-10,12:59:17.455753,19.587,19.027,1896.981,1875.186,4.595,21.150,22.564,14.663,0.079
2023-02-10,12:59:17.456378,19.587,19.122,1896.926,1875.131,4.594,21.153,22.558,14.663,0.079
2023-02-10,12:59:17.457003,19.587,19.122,1896.705,1874.913,4.595,21.153,22.558,14.662,0.079
2023-02-10,12:59:17.457628,19.587,19.122,1897.519,1875.725,4.595,21.153,22.558,14.661,0.079
2023-02-10,12:59:17.458253,19.587,19.122,1898.085,1876.341,4.595,21.159,22.558,14.660,0.079
2023-02-10,12:59:17.458878,19.587,19.122,1897.875,1876.131,4.595,21.159,22.556,14.660,0.079
2023-02-10,12:59:17.459503,19.587,19.122,1898.040,1876.296,4.596,21.159,22.555,14.660,0.083
2023-02-10,12:59:17.460128,19.587,19.122,1897.857,1876.113,4.596,21.159,22.555,14.660,0.083
2023-02-10,12:59:17.460753,19.587,19.081,1897.162,1875.417,4.596,21.159,22.556,14.660,0.086
2023-02-10,12:59:17.461378,19.587,19.081,1896.637,1874.997,4.596,21.159,22.556,14.660,0.089
2023-02-10,12:59:17.462003,19.587,19.081,1896.428,1874.787,4.596,21.154,22.559,14.660,0.089
2023-02-10,12:59:17.462628,19.587,19.081,1896.235,1874.594,4.596,21.151,22.559,14.654,0.086
2023-02-10,12:59:17.463253,19.587,19.081,1895.884,1874.331,4.596,21.151,22.559,14.648,0.086
2023-02-10,12:59:17.463878,19.587,19.184,1895.498,1873.944,4.596,21.151,22.559,14.648,0.086
2023-02-10,12:59:17.464503,19.587,19.184,1895.243,1873.752,4.595,21.151,22.559,14.644,0.083
2023-02-10,12:59:17.465128,19.587,19.184,1895.103,1873.611,4.595,21.151,22.559,14.644,0.083
2023-02-10,12:59:17.465753,19.587,19.184,1894.957,1873.439,4.595,21.153,22.559,14.644,0.083
2023-02-10,12:59:17.466378,19.587,19.184,1894.900,1873.379,4.595,21.156,22.559,14.644,0.083
2023-02-10,12:59:17.467003,19.587,19.184,1894.730,1873.217,4.595,21.160,22.559,14.642,0.079
2023-02-10,12:59:17.467628,19.587,19.184,1894.116,1872.609,4.595,21.160,22.559,14.643,0.079
2023-02-10,12:59:17.468253,19.587,19.184,1893.907,1872.349,4.595,21.160,22.563,14.643,0.083
2023-02-10,12:59:17.468878,19.587,19.171,1893.907,1872.420,4.594,21.160,22.565,14.645,0.083
2023-02-10,12:59:17.469503,19.587,19.171,1893.324,1871.838,4.593,21.160,22.565,14.645,0.083
2023-02-10,12:59:17.470128,19.587,19.171,1892.955,1871.470,4.591,21.160,22.565,14.649,0.083
2023-02-10,12:59:17.470753,19.587,19.171,1893.055,1871.570,4.591,21.160,22.565,14.655,0.083
2023-02-10,12:59:17.471378,19.587,19.171,1894.007,1872.627,4.591,21.160,22.565,14.655,0.086
2023-02-10,12:59:17.472003,19.587,19.171,1893.902,1872.627,4.593,21.155,22.565,14.655,0.086
2023-02-10,12:59:17.472628,19.587,19.171,1893.323,1872.048,4.593,21.152,22.569,14.655,0.086
2023-02-10,12:59:17.473253,19.583,19.171,1892.794,1871.608,4.593,21.152,22.574,14.655,0.089
2023-02-10,12:59:17.473878,19.583,19.171,1893.103,1871.917,4.595,21.150,22.574,14.655,0.089
2023-02-10,12:59:17.474503,19.583,19.171,1893.232,1871.982,4.595,21.150,22.580,14.655,0.089
2023-02-10,12:59:17.475128,19.583,19.171,1893.561,1872.359,4.597,21.150,22.580,14.650,0.089
2023-02-10,12:59:17.475753,19.583,19.171,1893.761,1872.559,4.598,21.150,22.580,14.647,0.089
2023-02-10,12:59:17.476378,19.583,19.077,1893.811,1872.608,4.598,21.150,22.585,14.643,0.092
2023-02-10,12:59:17.477003,19.583,19.000,1894.192,1872.985,4.598,21.150,22.585,14.645,0.092
2023-02-10,12:59:17.477628,19.583,19.000,1894.773,1873.564,4.598,21.150,22.581,14.644,0.092
2023-02-10,12:59:17.478253,19.583,19.000,1895.139,1873.929,4.599,21.156,22.574,14.646,0.092
2023-02-10,12:59:17.478878,19.583,19.000,1895.631,1874.421,4.600,21.162,22.572,14.648,0.092
2023-02-10,12:59:17.479503,19.583,19.000,1895.714,1874.504,4.602,21.162,22.572,14.648,0.089
2023-02-10,12:59:17.480128,19.583,19.000,1895.989,1874.779,4.603,21.162,22.572,14.648,0.089
2023-02-10,12:59:17.480753,19.583,19.041,1896.187,1874.978,4.603,21.162,22.572,14.648,0.086
2023-02-10,12:59:17.481378,19.583,19.099,1896.187,1874.978,4.603,21.162,22.574,14.648,0.086
2023-02-10,12:59:17.482003,19.583,19.099,1895.978,1874.769,4.603,21.162,22.574,14.648,0.086
2023-02-10,12:59:17.482628,19.583,19.184,1896.075,1874.865,4.603,21.162,22.578,14.648,0.089
2023-02-10,12:59:17.483253,19.570,19.184,1896.250,1874.953,4.605,21.159,22.583,14.648,0.089
2023-02-10,12:59:17.483878,19.570,19.184,1896.250,1875.030,4.605,21.158,22.583,14.643,0.089
2023-02-10,12:59:17.484503,19.570,19.184,1896.250,1875.030,4.607,21.157,22.589,14.643,0.092
2023-02-10,12:59:17.485128,19.570,19.184,1896.111,1874.937,4.607,21.158,22.589,14.639,0.092
2023-02-10,12:59:17.485753,19.570,19.287,1896.233,1875.084,4.607,21.158,22.589,14.633,0.092
2023-02-10,12:59:17.486378,19.570,19.287,1896.259,1875.112,4.607,21.158,22.589,14.631,0.092
2023-02-10,12:59:17.487003,19.570,19.287,1896.226,1875.081,4.607,21.158,22.589,14.630,0.095
2023-02-10,12:59:17.487628,19.570,19.287,1897.291,1876.104,4.607,21.158,22.589,14.630,0.095
2023-02-10,12:59:17.488253,19.570,19.287,1898.453,1877.312,4.608,21.158,22.586,14.630,0.095
2023-02-10,12:59:17.488878,19.662,19.287,1899.522,1878.378,4.609,21.164,22.581,14.630,0.095
