>DATE(0/DATE), TIME(1/TIME),IL1,IL2,IL3,Io,Uo,U1,U2,U3,U1B_RMS
2023-02-10,12:59:17.489503,19.662,19.287,1900.270,1879.041,4.612,21.170,22.579,14.633,0.092
2023-02-10,12:59:17.490128,19.662,19.287,1900.729,1879.500,4.615,21.170,22.579,14.633,0.092
2023-02-10,12:59:17.490753,19.662,19.287,1900.630,1879.302,4.616,21.170,22.580,14.633,0.092
2023-02-10,12:59:17.491378,19.662,19.287,1899.053,1877.724,4.616,21.170,22.582,14.639,0.089
2023-02-10,12:59:17.492003,19.662,19.220,1898.324,1876.892,4.616,21.170,22.586,14.645,0.089
2023-02-10,12:59:17.492628,19.662,19.220,1898.420,1877.084,4.616,21.170,22.586,14.639,0.089
2023-02-10,12:59:17.493253,19.662,19.220,1898.420,1877.084,4.616,21.168,22.586,14.639,0.086
2023-02-10,12:59:17.493878,19.662,19.220,1897.958,1876.699,4.616,21.168,22.591,14.639,0.086
2023-02-10,12:59:17.494503,19.662,19.220,1897.193,1875.935,4.616,21.168,22.591,14.639,0.086
2023-02-10,12:59:17.495128,19.596,19.220,1896.403,1875.096,4.615,21.169,22.585,14.639,0.086
2023-02-10,12:59:17.495753,19.596,19.220,1895.985,1874.678,4.613,21.171,22.579,14.639,0.086
2023-02-10,12:59:17.496378,19.596,19.220,1895.936,1874.629,4.612,21.174,22.574,14.639,0.083
2023-02-10,12:59:17.497003,19.596,19.220,1895.646,1874.349,4.612,21.178,22.569,14.637,0.086
2023-02-10,12:59:17.497628,19.596,19.171,1895.288,1873.991,4.612,21.178,22.569,14.637,0.086
2023-02-10,12:59:17.498253,19.596,19.171,1895.183,1873.886,4.612,21.172,22.572,14.637,0.089
2023-02-10,12:59:17.498878,19.596,19.171,1894.691,1873.395,4.611,21.166,22.572,14.637,0.089
2023-02-10,12:59:17.499503,19.596,19.171,1894.278,1872.982,4.610,21.166,22.571,14.640,0.089
2023-02-10,12:59:17.500128,19.596,19.193,1893.545,1872.248,4.609,21.166,22.571,14.645,0.089
2023-02-10,12:59:17.500753,19.596,19.193,1893.347,1872.049,4.609,21.161,22.572,14.645,0.092
2023-02-10,12:59:17.501378,19.539,19.193,1893.242,1871.944,4.609,21.156,22.575,14.645,0.089
2023-02-10,12:59:17.502003,19.539,19.193,1892.721,1871.422,4.609,21.151,22.578,14.645,0.089
2023-02-10,12:59:17.502628,19.508,19.193,1891.758,1870.458,4.609,21.148,22.578,14.645,0.089
2023-02-10,12:59:17.503253,19.508,19.193,1890.970,1869.758,4.607,21.145,22.578,14.645,0.086
2023-02-10,12:59:17.503878,19.508,19.193,1890.431,1869.295,4.607,21.145,22.578,14.645,0.086
2023-02-10,12:59:17.504503,19.508,19.193,1890.050,1868.912,4.605,21.145,22.578,14.645,0.086
2023-02-10,12:59:17.505128,19.508,19.193,1889.911,1868.726,4.605,21.145,22.578,14.641,0.086
2023-02-10,12:59:17.505753,19.433,19.090,1889.789,1868.578,4.605,21.147,22.578,14.641,0.086
2023-02-10,12:59:17.506378,19.433,19.090,1889.794,1868.578,4.605,21.147,22.578,14.641,0.086
2023-02-10,12:59:17.507003,19.433,19.090,1889.920,1868.704,4.605,21.147,22.578,14.641,0.086
2023-02-10,12:59:17.507628,19.433,19.090,1890.153,1868.968,4.605,21.152,22.574,14.642,0.086
2023-02-10,12:59:17.508253,19.340,19.090,1889.617,1868.434,4.605,21.157,22.570,14.643,0.086
2023-02-10,12:59:17.508878,19.247,19.090,1888.685,1867.504,4.605,21.157,22.568,14.646,0.086
2023-02-10,12:59:17.509503,19.247,19.090,1888.182,1867.086,4.604,21.157,22.568,14.646,0.089
2023-02-10,12:59:17.510128,19.247,19.090,1887.812,1866.717,4.602,21.157,22.568,14.646,0.092
2023-02-10,12:59:17.510753,19.247,19.090,1888.313,1867.317,4.602,21.157,22.569,14.646,0.092
2023-02-10,12:59:17.511378,19.198,19.090,1889.051,1868.055,4.604,21.152,22.571,14.646,0.092
2023-02-10,12:59:17.512003,19.198,19.158,1888.947,1868.055,4.604,21.152,22.575,14.646,0.095
2023-02-10,12:59:17.512628,19.175,19.158,1888.368,1867.381,4.604,21.152,22.579,14.652,0.095
2023-02-10,12:59:17.513253,19.175,19.158,1887.754,1866.767,4.604,21.152,22.579,14.652,0.095
2023-02-10,12:59:17.513878,19.175,19.158,1887.215,1866.229,4.602,21.151,22.579,14.652,0.095
2023-02-10,12:59:17.514503,19.175,19.158,1887.278,1866.292,4.602,21.151,22.579,14.647,0.095
2023-02-10,12:59:17.515128,19.175,19.158,1887.509,1866.524,4.602,21.152,22.585,14.643,0.095
2023-02-10,12:59:17.515753,19.175,19.158,1887.557,1866.571,4.603,21.152,22.585,14.643,0.095
2023-02-10,12:59:17.516378,19.175,19.158,1887.552,1866.562,4.603,21.152,22.585,14.643,0.095
2023-02-10,12:59:17.517003,19.175,19.158,1887.527,1866.531,4.603,21.152,22.585,14.643,0.092
2023-02-10,12:59:17.517628,19.175,19.158,1888.087,1867.089,4.603,21.156,22.585,14.643,0.092
2023-02-10,12:59:17.518253,19.175,19.158,1888.618,1867.620,4.603,21.156,22.582,14.643,0.089
2023-02-10,12:59:17.518878,19.175,19.158,1889.752,1868.753,4.604,21.162,22.579,14.643,0.089
2023-02-10,12:59:17.519503,19.175,19.158,1890.416,1869.417,4.605,21.162,22.578,14.643,0.089
2023-02-10,12:59:17.520128,19.090,19.135,1890.966,1869.968,4.608,21.162,22.578,14.643,0.092
2023-02-10,12:59:17.520753,19.090,19.135,1891.065,1870.067,4.610,21.162,22.579,14.648,0.092
2023-02-10,12:59:17.521378,19.090,19.077,1890.960,1869.962,4.612,21.162,22.579,14.648,0.092
2023-02-10,12:59:17.522003,19.090,19.077,1890.752,1869.754,4.614,21.162,22.579,14.648,0.095
2023-02-10,12:59:17.522628,19.090,19.077,1890.561,1869.562,4.614,21.162,22.584,14.648,0.095
2023-02-10,12:59:17.523253,19.090,19.077,1890.386,1869.387,4.614,21.162,22.584,14.648,0.098
2023-02-10,12:59:17.523878,19.090,19.077,1890.080,1869.004,4.614,21.161,22.589,14.648,0.098
2023-02-10,12:59:17.524503,19.090,19.077,1889.765,1868.688,4.614,21.161,22.589,14.643,0.095
2023-02-10,12:59:17.525128,19.149,19.077,1889.445,1868.366,4.612,21.162,22.589,14.643,0.095
2023-02-10,12:59:17.525753,19.225,19.077,1889.231,1868.174,4.611,21.162,22.589,14.643,0.095
2023-02-10,12:59:17.526378,19.225,19.077,1889.217,1868.159,4.610,21.165,22.584,14.641,0.095
2023-02-10,12:59:17.527003,19.225,19.077,1889.258,1868.192,4.610,21.169,22.579,14.641,0.095
2023-02-10,12:59:17.527628,19.225,19.077,1889.325,1868.226,4.610,21.169,22.579,14.641,0.095
2023-02-10,12:59:17.528253,19.318,19.045,1889.861,1868.760,4.611,21.169,22.575,14.641,0.095
2023-02-10,12:59:17.528878,19.318,19.045,1890.290,1869.187,4.611,21.169,22.575,14.641,0.095
2023-02-10,12:59:17.529503,19.318,19.045,1890.457,1869.353,4.612,21.169,22.574,14.644,0.095
2023-02-10,12:59:17.530128,19.318,19.045,1890.549,1869.445,4.613,21.169,22.574,14.649,0.095
2023-02-10,12:59:17.530753,19.318,19.045,1889.749,1868.646,4.613,21.163,22.574,14.649,0.098
2023-02-10,12:59:17.531378,19.318,19.045,1888.802,1867.699,4.613,21.163,22.574,14.649,0.101
2023-02-10,12:59:17.532003,19.318,19.045,1888.074,1866.868,4.613,21.159,22.574,14.649,0.098
2023-02-10,12:59:17.532628,19.318,19.045,1887.403,1866.293,4.613,21.155,22.574,14.649,0.101
2023-02-10,12:59:17.533253,19.318,19.045,1887.053,1865.857,4.611,21.153,22.579,14.643,0.101
2023-02-10,12:59:17.533878,19.318,19.045,1886.900,1865.628,4.611,21.152,22.579,14.637,0.101
2023-02-10,12:59:17.534503,19.318,19.045,1886.583,1865.374,4.610,21.152,22.579,14.637,0.101
2023-02-10,12:59:17.535128,19.385,19.045,1886.261,1865.051,4.610,21.152,22.579,14.637,0.101
2023-02-10,12:59:17.535753,19.385,19.045,1886.118,1864.908,4.609,21.154,22.579,14.634,0.101
2023-02-10,12:59:17.536378,19.385,19.045,1886.094,1864.889,4.608,21.154,22.579,14.634,0.104
2023-02-10,12:59:17.537003,19.385,19.045,1886.234,1865.035,4.607,21.158,22.579,14.634,0.104
2023-02-10,12:59:17.537628,19.385,19.045,1886.133,1864.935,4.608,21.158,22.575,14.635,0.107
2023-02-10,12:59:17.538253,19.385,19.023,1885.707,1864.509,4.608,21.163,22.572,14.636,0.107
2023-02-10,12:59:17.538878,19.385,19.023,1884.711,1863.514,4.608,21.157,22.572,14.639,0.109
2023-02-10,12:59:17.539503,19.385,19.023,1883.963,1862.765,4.607,21.157,22.572,14.639,0.112
2023-02-10,12:59:17.540128,19.469,19.045,1883.228,1862.029,4.605,21.157,22.572,14.643,0.109
2023-02-10,12:59:17.540753,19.469,19.045,1881.938,1860.837,4.604,21.157,22.572,14.643,0.107
2023-02-10,12:59:17.541378,19.469,19.104,1880.888,1859.890,4.600,21.152,22.574,14.649,0.109
2023-02-10,12:59:17.542003,19.469,19.104,1880.367,1859.368,4.598,21.148,22.577,14.649,0.109
2023-02-10,12:59:17.542628,19.469,19.104,1879.887,1858.887,4.596,21.144,22.577,14.649,0.109
2023-02-10,12:59:17.543253,19.469,19.104,1879.364,1858.363,4.596,21.142,22.577,14.649,0.109
2023-02-10,12:59:17.543878,19.469,19.104,1878.753,1857.828,4.594,21.141,22.577,14.649,0.109
2023-02-10,12:59:17.544503,19.469,19.104,1878.250,1857.323,4.594,21.140,22.577,14.649,0.112
2023-02-10,12:59:17.545128,19.469,19.207,1877.752,1856.868,4.593,21.141,22.577,14.649,0.112
2023-02-10,12:59:17.545753,19.469,19.207,1877.522,1856.635,4.592,21.143,22.571,14.649,0.112
2023-02-10,12:59:17.546378,19.469,19.207,1877.485,1856.596,4.591,21.146,22.571,14.649,0.112
2023-02-10,12:59:17.547003,19.469,19.207,1877.470,1856.583,4.591,21.150,22.571,14.648,0.112
2023-02-10,12:59:17.547628,19.469,19.207,1877.369,1856.482,4.591,21.155,22.567,14.648,0.112
2023-02-10,12:59:17.548253,19.469,19.238,1877.369,1856.428,4.591,21.155,22.567,14.650,0.112
2023-02-10,12:59:17.548878,19.469,19.238,1877.225,1856.284,4.591,21.155,22.565,14.652,0.112
2023-02-10,12:59:17.549503,19.469,19.238,1876.973,1856.033,4.591,21.155,22.565,14.652,0.112
