>DATE(0/DATE), TIME(1/TIME),IL1,IL2,IL3,Io,Uo,U1,U2,U3,U1B
2023-02-10,12:59:16.739503,-25.781,4.688,18.750,-2.344,0.000,-27.223,11.455,15.363,-0.135
2023-02-10,12:59:16.740128,-23.438,0.000,21.094,-2.344,0.000,-26.279,6.604,19.406,0.000
2023-02-10,12:59:16.740753,-18.750,-4.688,23.438,-2.344,0.000,-24.393,1.348,22.775,-0.135
2023-02-10,12:59:16.741378,-14.062,-11.719,23.438,-2.344,-0.045,-21.697,-3.908,25.471,0.000
2023-02-10,12:59:16.742003,-11.719,-16.406,23.438,-2.344,-0.045,-18.059,-9.164,27.088,-0.135
2023-02-10,12:59:16.742628,-9.375,-21.094,25.781,-2.344,-0.045,-13.477,-14.016,27.223,-0.135
2023-02-10,12:59:16.743253,-4.688,-23.438,25.781,-2.344,-0.045,-8.490,-18.193,26.414,-0.135
2023-02-10,12:59:16.743878,0.000,-25.781,23.438,-2.344,-0.045,-3.504,-21.697,24.932,-0.135
2023-02-10,12:59:16.744503,7.031,-28.125,18.750,-2.344,-0.045,1.887,-24.662,22.506,-0.135
2023-02-10,12:59:16.745128,11.719,-28.125,14.062,-2.344,-0.045,7.277,-26.818,19.272,0.000
2023-02-10,12:59:16.745753,14.062,-28.125,9.375,-2.344,0.000,12.264,-27.357,14.824,-0.135
2023-02-10,12:59:16.746378,18.750,-28.125,7.031,-2.344,0.000,16.711,-26.818,9.973,-0.135
2023-02-10,12:59:16.747003,21.094,-25.781,2.344,0.000,0.000,20.350,-25.606,4.986,0.000
2023-02-10,12:59:16.747628,23.438,-21.094,-4.688,-2.344,-0.045,23.584,-23.449,-0.404,0.000
2023-02-10,12:59:16.748253,21.094,-14.062,-11.719,-2.344,-0.045,26.010,-20.484,-5.795,0.000
2023-02-10,12:59:16.748878,23.438,-11.719,-14.062,0.000,-0.045,27.223,-16.441,-10.916,-0.135
2023-02-10,12:59:16.749503,23.438,-7.031,-18.750,0.000,-0.045,26.953,-11.590,-15.498,-0.135
2023-02-10,12:59:16.750128,21.094,-2.344,-21.094,0.000,-0.045,26.010,-6.604,-19.541,0.000
2023-02-10,12:59:16.750753,18.750,2.344,-23.438,0.000,-0.045,24.123,-1.482,-22.910,0.000
2023-02-10,12:59:16.751378,11.719,9.375,-25.781,0.000,0.000,21.428,3.908,-25.606,0.000
2023-02-10,12:59:16.752003,9.375,14.062,-25.781,0.000,0.000,17.924,9.164,-27.223,0.000
2023-02-10,12:59:16.752628,4.688,18.750,-28.125,0.000,0.000,13.207,13.881,-27.357,0.000
2023-02-10,12:59:16.753253,2.344,21.094,-28.125,0.000,0.000,8.355,18.059,-26.549,0.000
2023-02-10,12:59:16.753878,-2.344,23.438,-25.781,0.000,0.000,3.234,21.563,-25.066,0.000
2023-02-10,12:59:16.754503,-9.375,25.781,-21.094,0.000,0.000,-2.156,24.527,-22.641,0.000
2023-02-10,12:59:16.755128,-14.062,25.781,-16.406,0.000,0.000,-7.547,26.684,-19.406,-0.135
2023-02-10,12:59:16.755753,-16.406,25.781,-11.719,0.000,0.000,-12.533,27.357,-14.959,0.000
2023-02-10,12:59:16.756378,-21.094,25.781,-9.375,0.000,-0.045,-16.846,26.684,-9.973,0.000
2023-02-10,12:59:16.757003,-23.438,23.438,-2.344,0.000,-0.045,-20.619,25.471,-4.986,-0.135
2023-02-10,12:59:16.757628,-23.438,18.750,2.344,0.000,0.000,-23.854,23.315,0.404,0.000
2023-02-10,12:59:16.758253,-23.438,11.719,9.375,0.000,0.000,-26.279,20.350,5.795,0.000
2023-02-10,12:59:16.758878,-25.781,7.031,11.719,0.000,0.000,-27.357,16.307,10.916,-0.135
2023-02-10,12:59:16.759503,-25.781,4.688,18.750,-2.344,0.000,-27.088,11.455,15.498,0.000
2023-02-10,12:59:16.760128,-23.438,0.000,21.094,0.000,0.000,-26.145,6.604,19.406,-0.135
2023-02-10,12:59:16.760753,-21.094,-7.031,23.438,-2.344,0.000,-24.393,1.348,22.775,-0.135
2023-02-10,12:59:16.761378,-14.062,-11.719,23.438,-2.344,-0.045,-21.697,-4.043,25.471,0.000
2023-02-10,12:59:16.762003,-11.719,-16.406,23.438,-2.344,-0.045,-18.059,-9.299,27.088,0.000
2023-02-10,12:59:16.762628,-9.375,-21.094,25.781,-2.344,-0.045,-13.342,-14.016,27.223,0.000
2023-02-10,12:59:16.763253,-4.688,-23.438,25.781,-2.344,-0.045,-8.490,-18.193,26.414,0.000
2023-02-10,12:59:16.763878,0.000,-28.125,23.438,-2.344,-0.045,-3.369,-21.697,24.932,-0.135
2023-02-10,12:59:16.764503,7.031,-28.125,18.750,-2.344,-0.045,2.021,-24.662,22.506,-0.135
2023-02-10,12:59:16.765128,11.719,-28.125,14.062,-2.344,-0.045,7.412,-26.818,19.272,-0.135
2023-02-10,12:59:16.765753,14.062,-28.125,9.375,-2.344,-0.045,12.398,-27.357,14.824,-0.135
2023-02-10,12:59:16.766378,18.750,-28.125,7.031,-2.344,0.000,16.711,-26.818,9.838,0.000
2023-02-10,12:59:16.767003,21.094,-25.781,0.000,0.000,0.000,20.484,-25.606,4.986,0.000
2023-02-10,12:59:16.767628,23.438,-21.094,-4.688,-2.344,-0.045,23.719,-23.449,-0.404,-0.135
2023-02-10,12:59:16.768253,21.094,-14.062,-11.719,0.000,-0.045,26.145,-20.484,-5.795,-0.135
2023-02-10,12:59:16.768878,23.438,-11.719,-14.062,0.000,-0.045,27.223,-16.307,-11.051,-0.135
2023-02-10,12:59:16.769503,23.438,-7.031,-21.094,-2.344,-0.045,26.953,-11.455,-15.633,0.000
2023-02-10,12:59:16.770128,21.094,-2.344,-23.438,-2.344,-0.045,26.010,-6.604,-19.541,-0.135
2023-02-10,12:59:16.770753,18.750,2.344,-25.781,0.000,-0.045,24.123,-1.348,-22.910,0.000
2023-02-10,12:59:16.771378,11.719,9.375,-25.781,0.000,0.000,21.428,3.908,-25.606,0.000
2023-02-10,12:59:16.772003,9.375,14.062,-25.781,-2.344,0.000,17.789,9.164,-27.223,0.000
2023-02-10,12:59:16.772628,7.031,18.750,-28.125,0.000,0.000,13.207,14.016,-27.357,-0.135
2023-02-10,12:59:16.773253,2.344,21.094,-28.125,0.000,0.000,8.221,18.059,-26.549,0.000
2023-02-10,12:59:16.773878,-2.344,25.781,-25.781,0.000,0.000,3.100,21.697,-25.066,0.000
2023-02-10,12:59:16.774503,-9.375,25.781,-21.094,0.000,0.000,-2.291,24.662,-22.506,0.000
2023-02-10,12:59:16.775128,-14.062,25.781,-16.406,0.000,0.000,-7.547,26.684,-19.272,0.000
2023-02-10,12:59:16.775753,-16.406,25.781,-11.719,0.000,0.000,-12.533,27.357,-14.824,0.000
2023-02-10,12:59:16.776378,-21.094,25.781,-9.375,0.000,-0.045,-16.981,26.684,-9.973,0.000
2023-02-10,12:59:16.777003,-23.438,23.438,-2.344,0.000,-0.045,-20.619,25.471,-4.986,0.000
2023-02-10,12:59:16.777628,-25.781,18.750,2.344,0.000,0.000,-23.854,23.315,0.404,0.000
2023-02-10,12:59:16.778253,-25.781,11.719,9.375,0.000,0.000,-26.279,20.350,5.795,0.000
2023-02-10,12:59:16.778878,-25.781,7.031,14.062,0.000,0.000,-27.357,16.172,10.916,0.000
2023-02-10,12:59:16.779503,-25.781,4.688,18.750,-2.344,0.000,-27.088,11.320,15.498,-0.135
2023-02-10,12:59:16.780128,-25.781,0.000,21.094,0.000,0.000,-26.145,6.469,19.406,-0.135
2023-02-10,12:59:16.780753,-21.094,-4.688,23.438,0.000,0.000,-24.393,1.213,22.910,0.000
2023-02-10,12:59:16.781378,-14.062,-11.719,23.438,0.000,-0.045,-21.563,-4.043,25.471,-0.135
2023-02-10,12:59:16.782003,-11.719,-16.406,25.781,0.000,-0.045,-18.059,-9.299,27.088,-0.135
2023-02-10,12:59:16.782628,-9.375,-21.094,25.781,-2.344,-0.045,-13.207,-14.150,27.223,0.000
2023-02-10,12:59:16.783253,-4.688,-25.781,25.781,-2.344,-0.045,-8.355,-18.193,26.414,0.000
2023-02-10,12:59:16.783878,0.000,-28.125,23.438,-2.344,-0.045,-3.234,-21.832,24.932,-0.135
2023-02-10,12:59:16.784503,7.031,-28.125,18.750,-2.344,-0.045,2.021,-24.662,22.371,-0.135
2023-02-10,12:59:16.785128,11.719,-28.125,14.062,-2.344,-0.045,7.412,-26.818,19.137,-0.135
2023-02-10,12:59:16.785753,14.062,-28.125,9.375,-2.344,-0.045,12.398,-27.357,14.689,-0.135
2023-02-10,12:59:16.786378,18.750,-28.125,7.031,-2.344,0.000,16.711,-26.818,9.838,-0.135
2023-02-10,12:59:16.787003,21.094,-25.781,0.000,-2.344,-0.045,20.484,-25.606,4.852,-0.135
2023-02-10,12:59:16.787628,23.438,-21.094,-4.688,0.000,-0.045,23.719,-23.449,-0.539,-0.135
2023-02-10,12:59:16.788253,21.094,-14.062,-11.719,0.000,-0.045,26.145,-20.350,-5.930,-0.135
2023-02-10,12:59:16.788878,23.438,-11.719,-16.406,-2.344,-0.045,27.223,-16.307,-11.186,-0.135
2023-02-10,12:59:16.789503,23.438,-7.031,-21.094,0.000,-0.045,26.953,-11.455,-15.633,-0.135
2023-02-10,12:59:16.790128,23.438,-2.344,-23.438,0.000,-0.045,26.010,-6.469,-19.676,0.000
2023-02-10,12:59:16.790753,18.750,2.344,-25.781,0.000,-0.045,24.123,-1.348,-23.045,-0.135
2023-02-10,12:59:16.791378,11.719,9.375,-25.781,0.000,0.000,21.428,4.043,-25.606,0.000
2023-02-10,12:59:16.792003,9.375,14.062,-25.781,0.000,0.000,17.789,9.299,-27.223,0.000
2023-02-10,12:59:16.792628,7.031,18.750,-28.125,0.000,0.000,13.072,14.016,-27.357,0.000
2023-02-10,12:59:16.793253,2.344,21.094,-28.125,0.000,0.000,8.221,18.193,-26.549,0.000
2023-02-10,12:59:16.793878,-2.344,23.438,-25.781,0.000,0.000,3.100,21.697,-24.932,0.000
2023-02-10,12:59:16.794503,-9.375,25.781,-21.094,0.000,0.000,-2.291,24.662,-22.506,-0.135
2023-02-10,12:59:16.795128,-14.062,25.781,-16.406,0.000,0.000,-7.682,26.684,-19.272,0.000
2023-02-10,12:59:16.795753,-16.406,25.781,-11.719,0.000,0.000,-12.668,27.357,-14.824,0.000
2023-02-10,12:59:16.796378,-21.094,25.781,-9.375,0.000,-0.045,-16.981,26.684,-9.973,0.000
2023-02-10,12:59:16.797003,-23.438,23.438,-2.344,0.000,-0.045,-20.754,25.471,-4.852,0.000
2023-02-10,12:59:16.797628,-25.781,16.406,2.344,0.000,0.000,-23.854,23.315,0.404,-0.135
2023-02-10,12:59:16.798253,-23.438,11.719,9.375,0.000,0.000,-26.279,20.350,5.795,-0.135
2023-02-10,12:59:16.798878,-25.781,9.375,14.062,0.000,0.000,-27.357,16.172,11.051,-0.135
2023-02-10,12:59:16.799503,-25.781,4.688,18.750,0.000,0.000,-27.088,11.320,15.498,-0.135
2023-02-10,12:59:16.800128,-25.781,0.000,21.094,-2.344,0.000,-26.145,6.469,19.541,0.000
2023-02-10,12:59:16.800753,-21.094,-4.688,23.438,0.000,0.000,-24.258,1.213,22.910,0.000
2023-02-10,12:59:16.801378,-14.062,-11.719,23.438,0.000,-0.045,-21.563,-4.178,25.606,0.000
2023-02-10,12:59:16.802003,-11.719,-16.406,25.781,-2.344,-0.045,-17.924,-9.434,27.088,0.000
2023-02-10,12:59:16.802628,-9.375,-21.094,28.125,-2.344,-0.045,-13.207,-14.150,27.223,-0.135
2023-02-10,12:59:16.803253,-4.688,-23.438,25.781,-2.344,-0.045,-8.355,-18.328,26.414,-0.135
2023-02-10,12:59:16.803878,0.000,-28.125,23.438,-2.344,-0.045,-3.234,-21.832,24.797,-0.135
2023-02-10,12:59:16.804503,7.031,-28.125,18.750,-2.344,-0.045,2.156,-24.797,22.371,0.000
2023-02-10,12:59:16.805128,11.719,-28.125,14.062,-2.344,-0.045,7.547,-26.818,19.137,-0.135
2023-02-10,12:59:16.805753,14.062,-28.125,9.375,-2.344,-0.045,12.533,-27.357,14.689,-0.135
2023-02-10,12:59:16.806378,18.750,-28.125,7.031,-2.344,0.000,16.846,-26.818,9.703,0.000
2023-02-10,12:59:16.807003,21.094,-25.781,0.000,-2.344,0.000,20.619,-25.606,4.717,0.000
2023-02-10,12:59:16.807628,23.438,-21.094,-4.688,-2.344,-0.045,23.719,-23.315,-0.674,-0.135
2023-02-10,12:59:16.808253,21.094,-14.062,-11.719,-2.344,-0.045,26.145,-20.350,-6.064,-0.135
2023-02-10,12:59:16.808878,23.438,-11.719,-16.406,-2.344,-0.045,27.223,-16.172,-11.186,0.000
2023-02-10,12:59:16.809503,23.438,-7.031,-18.750,-2.344,-0.045,26.953,-11.320,-15.768,0.000
2023-02-10,12:59:16.810128,21.094,-2.344,-23.438,0.000,-0.045,26.010,-6.469,-19.676,0.000
2023-02-10,12:59:16.810753,18.750,2.344,-25.781,0.000,-0.045,24.123,-1.213,-23.045,0.000
2023-02-10,12:59:16.811378,11.719,9.375,-25.781,0.000,0.000,21.428,4.178,-25.740,0.000
2023-02-10,12:59:16.812003,9.375,14.062,-25.781,0.000,0.000,17.789,9.434,-27.223,0.000
2023-02-10,12:59:16.812628,7.031,18.750,-28.125,0.000,0.000,13.072,14.150,-27.357,-0.135
2023-02-10,12:59:16.813253,2.344,21.094,-28.125,0.000,0.000,8.086,18.193,-26.549,0.000
2023-02-10,12:59:16.813878,-2.344,25.781,-25.781,0.000,0.000,2.965,21.832,-24.932,0.000
2023-02-10,12:59:16.814503,-9.375,25.781,-21.094,0.000,0.000,-2.291,24.662,-22.506,-0.135
2023-02-10,12:59:16.815128,-14.062,25.781,-14.062,0.000,0.000,-7.682,26.818,-19.272,0.000
2023-02-10,12:59:16.815753,-16.406,25.781,-11.719,0.000,0.000,-12.668,27.357,-14.824,-0.135
2023-02-10,12:59:16.816378,-21.094,25.781,-7.031,0.000,-0.045,-16.981,26.684,-9.838,0.000
2023-02-10,12:59:16.817003,-23.438,23.438,-2.344,0.000,0.000,-20.754,25.471,-4.852,0.000
2023-02-10,12:59:16.817628,-25.781,16.406,4.688,0.000,0.000,-23.988,23.315,0.539,0.000
2023-02-10,12:59:16.818253,-23.438,11.719,9.375,0.000,0.000,-26.279,20.215,5.930,-0.135
2023-02-10,12:59:16.818878,-25.781,7.031,14.062,0.000,0.000,-27.357,16.172,11.051,0.000
2023-02-10,12:59:16.819503,-25.781,4.688,18.750,0.000,0.000,-27.088,11.320,15.633,0.000
2023-02-10,12:59:16.820128,-25.781,0.000,21.094,0.000,0.000,-26.145,6.334,19.541,-0.135
2023-02-10,12:59:16.820753,-21.094,-7.031,23.438,0.000,0.000,-24.258,1.078,22.910,0.000
2023-02-10,12:59:16.821378,-14.062,-11.719,23.438,0.000,-0.045,-21.563,-4.178,25.606,0.000
2023-02-10,12:59:16.822003,-11.719,-16.406,25.781,-2.344,-0.045,-17.789,-9.434,27.088,0.000
2023-02-10,12:59:16.822628,-9.375,-21.094,28.125,-2.344,-0.045,-13.072,-14.285,27.223,-0.135
2023-02-10,12:59:16.823253,-4.688,-23.438,25.781,-2.344,-0.045,-8.221,-18.328,26.414,0.000
2023-02-10,12:59:16.823878,0.000,-28.125,23.438,-2.344,-0.045,-3.100,-21.832,24.797,-0.135
2023-02-10,12:59:16.824503,7.031,-28.125,18.750,-2.344,-0.045,2.291,-24.797,22.371,0.000
2023-02-10,12:59:16.825128,11.719,-28.125,14.062,-2.344,-0.045,7.547,-26.818,19.002,-0.135
2023-02-10,12:59:16.825753,14.062,-28.125,11.719,-2.344,0.000,12.533,-27.357,14.555,-0.135
2023-02-10,12:59:16.826378,18.750,-28.125,7.031,-2.344,0.000,16.846,-26.818,9.703,-0.135
2023-02-10,12:59:16.827003,21.094,-25.781,0.000,-2.344,0.000,20.619,-25.606,4.717,-0.135
2023-02-10,12:59:16.827628,23.438,-18.750,-4.688,-2.344,-0.045,23.854,-23.315,-0.674,-0.135
2023-02-10,12:59:16.828253,23.438,-14.062,-11.719,-2.344,-0.045,26.145,-20.350,-6.064,0.000
2023-02-10,12:59:16.828878,23.438,-11.719,-14.062,-2.344,-0.045,27.223,-16.172,-11.320,0.000
2023-02-10,12:59:16.829503,23.438,-7.031,-18.750,-2.344,-0.045,26.953,-11.320,-15.768,0.000
2023-02-10,12:59:16.830128,23.438,-2.344,-23.438,0.000,-0.045,26.010,-6.334,-19.676,-0.135
2023-02-10,12:59:16.830753,18.750,2.344,-23.438,0.000,-0.045,24.123,-1.078,-23.045,-0.135
2023-02-10,12:59:16.831378,11.719,9.375,-25.781,0.000,0.000,21.428,4.178,-25.740,0.000
2023-02-10,12:59:16.832003,9.375,14.062,-25.781,0.000,0.000,17.654,9.434,-27.357,0.000
2023-02-10,12:59:16.832628,7.031,18.750,-28.125,0.000,0.000,12.938,14.150,-27.357,0.000
2023-02-10,12:59:16.833253,2.344,23.438,-28.125,0.000,0.000,8.086,18.328,-26.549,0.000
2023-02-10,12:59:16.833878,-2.344,25.781,-25.781,0.000,0.000,2.965,21.832,-24.932,0.000
2023-02-10,12:59:16.834503,-9.375,25.781,-21.094,0.000,0.000,-2.426,24.662,-22.506,0.000
2023-02-10,12:59:16.835128,-14.062,25.781,-16.406,0.000,0.000,-7.682,26.818,-19.137,0.000
2023-02-10,12:59:16.835753,-18.750,25.781,-11.719,0.000,0.000,-12.668,27.357,-14.689,0.000
2023-02-10,12:59:16.836378,-21.094,25.781,-9.375,0.000,-0.045,-16.981,26.684,-9.838,-0.135
2023-02-10,12:59:16.837003,-23.438,23.438,-2.344,0.000,-0.045,-20.754,25.471,-4.852,0.000
2023-02-10,12:59:16.837628,-25.781,16.406,4.688,0.000,0.000,-23.988,23.180,0.539,0.000
2023-02-10,12:59:16.838253,-23.438,11.719,9.375,0.000,0.000,-26.279,20.215,5.930,-0.135
2023-02-10,12:59:16.838878,-25.781,9.375,14.062,0.000,0.000,-27.357,16.037,11.186,-0.135
2023-02-10,12:59:16.839503,-25.781,4.688,18.750,0.000,0.000,-27.088,11.186,15.633,0.000
2023-02-10,12:59:16.840128,-23.438,0.000,21.094,-2.344,0.000,-26.145,6.334,19.541,0.000
2023-02-10,12:59:16.840753,-18.750,-4.688,23.438,-2.344,0.000,-24.258,1.078,22.910,0.000
2023-02-10,12:59:16.841378,-14.062,-11.719,23.438,-2.344,-0.045,-21.428,-4.313,25.606,-0.135
2023-02-10,12:59:16.842003,-11.719,-16.406,25.781,-2.344,-0.045,-17.789,-9.568,27.088,0.000
2023-02-10,12:59:16.842628,-9.375,-21.094,28.125,-2.344,-0.045,-13.072,-14.285,27.088,0.000
2023-02-10,12:59:16.843253,-4.688,-25.781,25.781,-2.344,-0.045,-8.221,-18.328,26.279,0.000
2023-02-10,12:59:16.843878,0.000,-28.125,23.438,-2.344,-0.045,-3.100,-21.967,24.797,-0.135
2023-02-10,12:59:16.844503,7.031,-28.125,18.750,-2.344,-0.045,2.291,-24.797,22.236,-0.135
2023-02-10,12:59:16.845128,11.719,-28.125,14.062,-2.344,-0.045,7.682,-26.818,19.002,-0.135
2023-02-10,12:59:16.845753,14.062,-28.125,9.375,-2.344,0.000,12.668,-27.357,14.555,0.000
2023-02-10,12:59:16.846378,18.750,-28.125,7.031,-2.344,0.000,16.981,-26.818,9.568,0.000
2023-02-10,12:59:16.847003,21.094,-25.781,2.344,-2.344,0.000,20.619,-25.606,4.582,-0.135
2023-02-10,12:59:16.847628,23.438,-18.750,-7.031,-2.344,-0.045,23.854,-23.315,-0.809,0.000
2023-02-10,12:59:16.848253,21.094,-14.062,-11.719,-2.344,-0.045,26.279,-20.215,-6.199,0.000
2023-02-10,12:59:16.848878,23.438,-9.375,-16.406,-2.344,-0.045,27.223,-16.172,-11.320,0.000
2023-02-10,12:59:16.849503,23.438,-7.031,-18.750,-2.344,-0.045,26.953,-11.186,-15.902,-0.135
2023-02-10,12:59:16.850128,23.438,-2.344,-23.438,0.000,-0.045,26.010,-6.334,-19.811,0.000
2023-02-10,12:59:16.850753,18.750,4.688,-25.781,0.000,-0.045,24.123,-1.078,-23.180,0.000
2023-02-10,12:59:16.851378,11.719,9.375,-25.781,0.000,-0.045,21.293,4.313,-25.740,0.000
2023-02-10,12:59:16.852003,9.375,14.062,-25.781,-2.344,0.000,17.654,9.434,-27.357,0.000
2023-02-10,12:59:16.852628,7.031,18.750,-28.125,0.000,0.000,12.938,14.285,-27.357,0.000
2023-02-10,12:59:16.853253,2.344,23.438,-28.125,0.000,0.000,8.086,18.328,-26.549,0.000
2023-02-10,12:59:16.853878,-2.344,25.781,-25.781,0.000,0.000,2.965,21.832,-24.932,0.000
2023-02-10,12:59:16.854503,-9.375,25.781,-21.094,0.000,0.000,-2.426,24.797,-22.506,0.000
2023-02-10,12:59:16.855128,-14.062,25.781,-16.406,0.000,0.000,-7.816,26.818,-19.137,0.000
2023-02-10,12:59:16.855753,-16.406,25.781,-11.719,0.000,0.000,-12.803,27.357,-14.689,0.000
2023-02-10,12:59:16.856378,-21.094,25.781,-9.375,0.000,-0.045,-17.115,26.684,-9.703,0.000
2023-02-10,12:59:16.857003,-23.438,23.438,-2.344,0.000,-0.045,-20.754,25.471,-4.717,0.000
2023-02-10,12:59:16.857628,-23.438,16.406,4.688,0.000,0.000,-23.988,23.180,0.674,0.000
2023-02-10,12:59:16.858253,-23.438,11.719,9.375,0.000,0.000,-26.414,20.215,6.064,0.000
2023-02-10,12:59:16.858878,-25.781,7.031,14.062,0.000,0.000,-27.357,16.037,11.186,0.000
2023-02-10,12:59:16.859503,-25.781,4.688,18.750,0.000,0.000,-27.088,11.186,15.633,0.000
2023-02-10,12:59:16.860128,-23.438,0.000,21.094,0.000,0.000,-26.010,6.199,19.541,-0.135
2023-02-10,12:59:16.860753,-18.750,-7.031,23.438,0.000,0.000,-24.123,0.943,22.910,-0.135
2023-02-10,12:59:16.861378,-14.062,-11.719,23.438,0.000,-0.045,-21.428,-4.313,25.606,0.000
2023-02-10,12:59:16.862003,-9.375,-16.406,23.438,0.000,-0.045,-17.789,-9.568,27.088,0.000
2023-02-10,12:59:16.862628,-7.031,-21.094,25.781,-2.344,-0.045,-12.938,-14.285,27.088,-0.135
2023-02-10,12:59:16.863253,-4.688,-23.438,25.781,-2.344,-0.045,-8.086,-18.463,26.279,0.000
2023-02-10,12:59:16.863878,0.000,-28.125,23.438,-2.344,-0.045,-2.965,-21.967,24.797,-0.135
2023-02-10,12:59:16.864503,7.031,-28.125,18.750,-2.344,-0.045,2.426,-24.797,22.236,-0.135
2023-02-10,12:59:16.865128,11.719,-28.125,11.719,0.000,-0.045,7.682,-26.953,18.867,-0.135
2023-02-10,12:59:16.865753,14.062,-28.125,9.375,0.000,0.000,12.668,-27.357,14.420,-0.135
2023-02-10,12:59:16.866378,18.750,-28.125,7.031,-2.344,0.000,16.981,-26.818,9.568,-0.135
2023-02-10,12:59:16.867003,21.094,-25.781,0.000,-2.344,0.000,20.754,-25.471,4.582,0.000
2023-02-10,12:59:16.867628,23.438,-21.094,-7.031,-2.344,-0.045,23.854,-23.315,-0.809,-0.135
2023-02-10,12:59:16.868253,21.094,-14.062,-11.719,0.000,-0.045,26.279,-20.215,-6.199,-0.135
2023-02-10,12:59:16.868878,23.438,-11.719,-16.406,-2.344,-0.045,27.223,-16.037,-11.455,0.000
2023-02-10,12:59:16.869503,23.438,-7.031,-21.094,0.000,-0.045,26.953,-11.186,-15.902,-0.135
2023-02-10,12:59:16.870128,21.094,-2.344,-23.438,0.000,-0.045,25.875,-6.199,-19.811,0.000
2023-02-10,12:59:16.870753,18.750,4.688,-25.781,0.000,-0.045,23.988,-1.078,-23.180,0.000
2023-02-10,12:59:16.871378,11.719,9.375,-25.781,0.000,0.000,21.293,4.313,-25.740,-0.135
2023-02-10,12:59:16.872003,9.375,14.062,-25.781,0.000,0.000,17.520,9.568,-27.357,0.000
2023-02-10,12:59:16.872628,7.031,18.750,-28.125,0.000,0.000,12.803,14.285,-27.357,0.000
2023-02-10,12:59:16.873253,2.344,21.094,-28.125,0.000,0.000,7.951,18.328,-26.549,0.000
2023-02-10,12:59:16.873878,-2.344,25.781,-25.781,0.000,0.000,2.830,21.832,-24.932,0.000
2023-02-10,12:59:16.874503,-9.375,25.781,-21.094,0.000,0.000,-2.561,24.797,-22.371,0.000
2023-02-10,12:59:16.875128,-14.062,25.781,-16.406,0.000,0.000,-7.816,26.818,-19.137,0.000
2023-02-10,12:59:16.875753,-18.750,25.781,-11.719,0.000,0.000,-12.803,27.357,-14.555,0.000
2023-02-10,12:59:16.876378,-21.094,25.781,-9.375,0.000,-0.045,-17.115,26.684,-9.703,-0.135
2023-02-10,12:59:16.877003,-23.438,23.438,-2.344,0.000,-0.045,-20.889,25.471,-4.717,0.000
2023-02-10,12:59:16.877628,-23.438,16.406,2.344,0.000,0.000,-23.988,23.180,0.674,0.000
2023-02-10,12:59:16.878253,-23.438,11.719,9.375,0.000,0.000,-26.414,20.080,6.064,-0.135
2023-02-10,12:59:16.878878,-25.781,7.031,14.062,0.000,0.000,-27.357,15.902,11.186,0.000
2023-02-10,12:59:16.879503,-25.781,4.688,18.750,0.000,0.000,-27.088,11.051,15.768,0.000
2023-02-10,12:59:16.880128,-23.438,0.000,21.094,0.000,0.000,-26.010,6.199,19.676,0.000
2023-02-10,12:59:16.880753,-18.750,-7.031,23.438,0.000,0.000,-24.123,0.943,23.045,0.000
2023-02-10,12:59:16.881378,-14.062,-11.719,23.438,0.000,-0.045,-21.428,-4.447,25.606,-0.135
2023-02-10,12:59:16.882003,-11.719,-16.406,25.781,0.000,-0.045,-17.654,-9.703,27.088,0.000
2023-02-10,12:59:16.882628,-9.375,-21.094,25.781,0.000,-0.045,-12.938,-14.420,27.088,-0.135
2023-02-10,12:59:16.883253,-4.688,-23.438,25.781,0.000,-0.045,-8.086,-18.463,26.279,-0.135
2023-02-10,12:59:16.883878,2.344,-28.125,23.438,-2.344,-0.045,-2.965,-21.967,24.662,-0.135
2023-02-10,12:59:16.884503,7.031,-28.125,18.750,-2.344,-0.045,2.426,-24.932,22.236,0.000
2023-02-10,12:59:16.885128,11.719,-28.125,14.062,-2.344,-0.045,7.816,-26.953,18.867,-0.135
2023-02-10,12:59:16.885753,16.406,-28.125,9.375,-2.344,-0.045,12.803,-27.357,14.420,0.000
2023-02-10,12:59:16.886378,18.750,-28.125,7.031,0.000,-0.045,16.981,-26.818,9.434,-0.135
2023-02-10,12:59:16.887003,21.094,-25.781,0.000,-2.344,0.000,20.754,-25.471,4.447,-0.135
2023-02-10,12:59:16.887628,23.438,-18.750,-7.031,-2.344,-0.045,23.854,-23.180,-0.943,-0.135
2023-02-10,12:59:16.888253,21.094,-14.062,-11.719,0.000,-0.045,26.279,-20.215,-6.334,-0.135
2023-02-10,12:59:16.888878,23.438,-11.719,-16.406,0.000,-0.045,27.223,-16.037,-11.455,0.000
2023-02-10,12:59:16.889503,23.438,-7.031,-18.750,0.000,-0.045,26.953,-11.051,-15.902,-0.135
2023-02-10,12:59:16.890128,21.094,-2.344,-23.438,0.000,-0.045,25.875,-6.199,-19.811,0.000
2023-02-10,12:59:16.890753,18.750,2.344,-25.781,0.000,-0.045,23.988,-0.943,-23.180,0.000
2023-02-10,12:59:16.891378,11.719,9.375,-25.781,0.000,0.000,21.293,4.447,-25.875,-0.135
2023-02-10,12:59:16.892003,9.375,14.062,-25.781,0.000,0.000,17.520,9.568,-27.357,0.000
2023-02-10,12:59:16.892628,7.031,18.750,-28.125,0.000,0.000,12.803,14.285,-27.357,0.000
2023-02-10,12:59:16.893253,2.344,21.094,-28.125,0.000,0.000,7.951,18.328,-26.549,0.000
